,Category,Energy,Protein,Fat,Carbohydrate,Total Dietary,Calcium,Iron,Sodium,Vitamin A (Retinol),Vitamin A (BetaCarotene),Vitamin B1 (Thiamine),Vitamin B2 (Rivoflavin),Vitamin C,Linoleic Acid,Alpha-Linolenic Acid
"새우젓, 젓새우젓, 염절임",어패류및기타수산물,55,10.4,0.9,0.7,0,871,6.2,6200,0,0,0.07,0.09,0,0,0
"새우젓, 추젓, 염절임",어패류및기타수산물,49,9.1,0.6,1.2,0,461,0.9,9138,14,0,0.17,0.04,0,0,0
"새우젓, 추젓, 토굴, 염절임",어패류및기타수산물,48,8.9,0.5,1.5,0,421,1.2,8794,30,0,0.2,0.07,0,0,0
"새우젓, 오젓, 토굴, 염절임",어패류및기타수산물,59,10.8,0.4,2.5,0,390,0.5,8634,33,0,0.13,0.07,0,0,0
"성게, 생것",어패류및기타수산물,152,15.8,8.5,2,0,20,4,190,0,0,0.03,0.4,0,0,0
"성게, 통조림",어패류및기타수산물,140,14,5.1,8.9,0,136,5,0,0,0,0.01,0.83,0,0,0
"성게, 보라성게, 생것",어패류및기타수산물,177,16.1,8.7,7.6,0,70,2.4,0,120,0,0.27,0.42,0,0,0
"성게 부산물, 보라성게, 알",어패류및기타수산물,177,16.1,8.7,7.6,0,70,2.4,0,120,1260,0.27,0.42,0,0,0
"성게젓, 염절임",어패류및기타수산물,134,21.4,2.8,4.4,0,32,6.2,680,0,0,0,0,0,0,0
"성게젓, 보라성게알젓, 염절임",어패류및기타수산물,147,18.3,4.5,7.3,0,44,1.8,0,20,891,0.11,0.53,0,0,0
"성게젓, 알젓, 염절임",어패류및기타수산물,105,9.2,1.5,13.4,0,22,0.7,4091,0,636,0.1,0.15,0,0,0
"오징어, 생것",어패류및기타수산물,94,18.84,1.44,0.16,0,11,0.18,199,0,0,0.05,0.02,0,2,0.4
"오징어, 말린것",어패류및기타수산물,353,67.8,6.9,0.2,0,252,2.8,980,0,0,0.13,0.2,0,0,0
"오징어, 냉동",어패류및기타수산물,88,17,1.5,0.5,0,11,0,0,2,0,0.03,0.12,0,0,0
"오징어, 구운것",어패류및기타수산물,109,23.6,1,0.1,0,14,0.2,330,22,0,0.09,0.07,1,1,0
"오징어, 튀긴것",어패류및기타수산물,175,17.94,7.48,7.79,0,39,1.01,306,11,0,0.056,0.458,4.2,0,0
"오징어, 조미, 구운것",어패류및기타수산물,308,40.1,3.7,26.6,0,24,1.3,1685,0,0,0.05,0.01,0,0,0
"오징어, 조미훈제",어패류및기타수산물,213,34.4,2,12.4,0,29,4.3,1228,0,0,0.08,0.13,0,0,0
"오징어, 포, 조미하여 말린것",어패류및기타수산물,297,63.5,2.7,0.4,0,35,3,930,0,0,0.06,0.03,0,0,0
"오징어, 갑오징어, 생것",어패류및기타수산물,76,15.1,1.2,0.1,0,25,0.9,214,3,0,0.02,0.07,0,0,0
"오징어, 갑오징어, 말린것",어패류및기타수산물,340,66.8,4.7,3.2,0,137,4,0,0,0,0.05,0.28,0,0,0
"오징어, 살오징어, 생것",어패류및기타수산물,72,15.7,0.5,0.2,0,25,1.6,0,0,0,0,0,0,0,0
"오징어, 쇠갑오징어, 생것",어패류및기타수산물,79,16.9,0.7,0.2,0,14,0.5,0,0,0,0,0,0,0,0
"오징어, 참갑오징어, 생것",어패류및기타수산물,76,17.3,0.2,0.2,0,13,0.4,0,0,0,0,0,0,0,0
"오징어 튀김, 튀긴것",어패류및기타수산물,308,11.9,18.1,24.3,0.7,25,3.1,360,1,6,0.07,0.3,6,0,0
"오징어젓, 염절임",어패류및기타수산물,77,14.3,0.9,2,0,139,1.5,3907,0,0,0.02,0.03,0,0,0
"오징어젓, 양념, 염절임",어패류및기타수산물,125,12.3,2.3,13.3,0,30,1.1,2374,1,467,0.04,0.05,1,0,0
"오징어젓, 내장젓, 염절임",어패류및기타수산물,101,16,1.5,5,0,72,5,0,0,0,0.1,0.2,0,0,0
"오징어채 볶음, 볶은것",어패류및기타수산물,278,18.6,4.2,41.4,1.5,27,8.6,1161,0,647,0.6,0.19,4,0,0
"주꾸미, 생것",어패류및기타수산물,53,10.8,0.5,0.5,0,19,1.4,0,0,0,0.03,0.18,0,0,0
"크릴, 생것",어패류및기타수산물,76,12.1,2.6,0.2,0,401,2,420,158,0,0.13,0.25,2,0,0
"크릴, 삶은것",어패류및기타수산물,104,17.7,2.9,0.4,0,22,1.1,240,1900,0,0.2,0.3,0,9,5
크릴 페이스트,어패류및기타수산물,128,16.5,5.5,2,0,180,0,0,0,0,0,0,0,0,0
"한치, 생것",어패류및기타수산물,81,14.9,1.8,0.3,0,12,0.4,258,3,0,0.05,0.01,0,0,0
"해삼, 생것",어패류및기타수산물,24,3.7,0.4,1.3,0,119,2.1,1300,0,0,0.01,0.03,0,0,0
"해삼, 말린것",어패류및기타수산물,351,77.6,0.9,3,0,1384,53,2842,0,0,0.06,0.08,0,0,0
"해삼, 염장",어패류및기타수산물,35,4.9,0.5,2.4,0,75,5.5,6000,0,0,0,0,0,0,0
"해삼젓, 염절임",어패류및기타수산물,33,5.5,0,2.5,0,36,10,0,0,0,0,0,0,0,0
"해삼젓, 내장젓, 염절임",어패류및기타수산물,45,7.7,1,0.8,0,80,4.3,4100,50,59,0.16,0.46,0,0,0
"해파리, 생것",어패류및기타수산물,6,1.3,0,0.1,0,2,0,0,0,0,0,0,0,0,0
"어묵, 찐어묵",어패류및기타수산물,115,9.75,1.09,16.53,0.3,49,0.54,760,4,0,0,0.031,0,26.66,3.19
"어묵, 구운것",어패류및기타수산물,141,15.4,1.7,15.6,0,179,4,0,0,0,0,0,0,0,0
"어묵, 튀긴것",어패류및기타수산물,167,11.44,4.49,20.69,0.3,49,0.54,699,24,27,0,0.025,0,2060.12,236.59
"어묵, 게맛살 첨가",어패류및기타수산물,112,10.8,0.8,15.2,0,218,0.8,792,0,0,0.03,0.12,0,0,0
어묵 국물,어패류및기타수산물,3,0.09,0.15,0.4,0,1,0,66,0,0,0,0,0,72.47,8.53
어묵국,어패류및기타수산물,43,3.1,0.8,5.7,3.2,16,3.5,344,3,23,0.1,0.05,0,0,0
어육소시지,어패류및기타수산물,175,9.01,7.45,17.79,0,34,0.42,584,1,14,0.007,0.151,15.9,1126.09,70.39
"낙지젓, 염절임",어패류및기타수산물,160,10,1.36,27.09,0,54,2.35,1363,0,866,0.093,0.103,0,574.26,22.7
"멍게젓, 염절임",어패류및기타수산물,139,9.25,1.19,22.95,0,41,1.77,1712,9,1064,0.039,0.158,0,439.31,25.12
"갈래곰보, 생것",해조류,12,0.9,0.2,4.6,0,79,1.2,380,0,0,0,0.03,0,0,0
"곰피, 말린것",해조류,141,12.9,1.3,54.7,0,921,20.6,0,0,18,0.18,0.14,0,0,0
"곰피, 가루 ",해조류,129,10,1.4,51.4,0,0,0,0,0,0,0,0,0,0,0
"김, 김밥용김, 말린것",해조류,179,42.3,4.7,36.5,0,300,10.6,258,0,14583,0.79,3.62,157,0,0
"김, 돌김, 말린것",해조류,165,35.5,1.7,43.3,0,412,18.6,0,0,25200,1.15,2.7,71,0,0
"김, 맛김, 조미, 구운것",해조류,307,37.69,49.23,4.82,0,174,5.78,1299,0,11891,0.02,1.335,78.11,10535.28,3838
"김, 조선김, 말린것",해조류,163,41.8,1.5,36.4,0,265,15.3,859,0,11690,0.65,1.13,16,0,0
"김, 참김, 생것",해조류,12,3.3,0.4,2,0,490,4.5,144,0,0,0,0,0,0,0
"김, 참김, 말린것",해조류,165,38.6,1.7,40.3,0,325,17.6,1294,0,22500,1.2,2.95,93,0,0
"김, 참김, 구운것",해조류,174,43.3,0.9,41.7,0,257,18.3,491,0,12126,0.31,5.63,106,0,0
"김, 초밥김, 말린것",해조류,151,32.7,0.8,40.9,0,196,17.6,120,0,20249,0.4,3.36,21,0,0
"꼬시래기, 생것",해조류,17,1.8,0.2,6.2,0,630,6.9,75,0,234,0.02,0.2,9,0,0
"다시마, 생것",해조류,12,1.1,0.2,4.2,0,103,2.4,75,0,774,0.03,0.13,14,0,0
"다시마, 말린것",해조류,110,7.4,1.1,45.2,0,708,6.3,3100,0,576,0.22,0.45,18,0,0
"다시마, 염장",해조류,16,1.2,0.3,6,0,145,1.4,10854,0,125,0.03,0.05,0,0,0
다시마 육수,해조류,1,0.1,0,0.3,0,2,0,31,0,0,0.05,0.09,0,0,0
"다시마튀각, 튀긴것",해조류,228,3.6,23,58.8,0,240,5,1383,0,512,0.03,0.09,17,0,0
"대황, 말린것",해조류,145,7.3,0.2,64.5,0,811,5.5,2900,0,450,0.05,0.32,1,0,0
"뜸부기, 말린것",해조류,128,6.1,2.5,52.1,0,1090,23.9,0,0,324,0.04,0.16,6,0,0
"매생이, 생것",해조류,39,3.88,3.29,8.19,6.5,91,18.3,104,0,0,0,0.03,0,26.8,162.4
"매생이, 말린것",해조류,125,20.6,0.5,40.6,0,574,43.1,0,0,0,0,0,0,0,0
"모자반, 생것",해조류,15,1.8,0.2,5.2,0,209,2.1,0,0,0,0,0,0,0,0
"모자반, 말린것",해조류,129,15.2,1.7,45.7,0,935,67.3,0,0,4410,0.21,0.61,2,0,0
"모자반, 가루 ",해조류,127,14,3.9,40.8,0,0,0,0,0,0,0,0,0,0,0
"모자반, 염장",해조류,18,3.1,0.2,5.4,0,221,9.1,0,0,270,0.03,0.04,3,0,0
"미역, 생것",해조류,18,3,0.3,5.1,0,149,1.1,610,0,1890,0.06,0.14,15,0,0
"미역, 말린것",해조류,149,20.31,4.83,43.65,35.6,1109,6.1,7535,0,6185,0,0.101,0,323.08,511.71
"미역, 가루 ",해조류,134,10.7,1.8,52.4,0,0,0,0,0,0,0,0,0,0,0
"미역, 염장",해조류,34,6,0.9,8.8,0,178,3.2,0,0,972,0.04,0.08,3,0,0
"미역, 염장, 데친것",해조류,35,6,0.9,9.3,0,178,3.2,13000,0,972,0.04,0.08,3,0,0
"미역, 줄기, 생것",해조류,14,1.8,0.2,4.6,0,120,0.4,520,0,360,0.03,0.06,12,0,0
"미역, 줄기, 염장 후 탈염, 삶은것",해조류,15,1.1,0.3,5.5,5.1,86,0.4,3100,0,56,0.02,0.02,0,9,14
"미역, 양식, 생것",해조류,15,2.1,0.2,5,0,153,1,0,0,1845,0.06,0.16,18,0,0
"미역, 자연산, 생것",해조류,12,1.68,0.29,3.7,3.6,79,0.46,361,0,0,0.06,0.07,7.5,9.5,10.2
"미역튀각, 튀긴것",해조류,283,9.75,38.02,46.21,38.7,766,11.75,1038,0,320,0,0.055,0,17883.6,398.52
"불등풀가사리, 말린것",해조류,147,16.5,0.6,55.7,0,481,28.4,0,0,0,0.1,0.23,6,0,0
"비단풀, 말린것",해조류,153,12,0.2,64.1,0,1137,65.1,0,0,0,0,0,0,0,0
"석묵, 말린것",해조류,38,9.6,0.2,9.1,0,215,7.6,0,0,18,0.05,0.32,0,0,0
"순채, 생것",해조류,22,2.5,0.7,7.1,0,171,6.9,0,0,6390,0.25,0.27,97,0,0
"우뭇가사리, 생것",해조류,46,4.2,0.2,18.5,0,183,3.9,0,0,2160,0.04,0.43,15,0,0
우뭇가사리묵,해조류,2,0.1,0,0.8,0,10,0.3,0,0,0,0,0,0,0,0
한천,해조류,154,2.3,0.1,74.6,0,523,7.8,0,0,0,0,0,0,0,0
"진두발, 말린것",해조류,119,2.5,1.5,53.5,0,535,320,551,0,0,0.06,0.3,1,0,0
"청각, 생것",해조류,8,1.4,0.4,1.6,0,37,2.5,0,0,270,0.01,0.05,9,0,0
"청각, 말린것",해조류,156,13.8,0.8,62.6,0,0,0,0,0,0,0,0,0,0,0
"청태, 말린것",해조류,180,20.7,0.3,68.7,0,535,320,530,0,0,0.06,0.3,1,0,0
"클로렐라, 말린것",해조류,174,45.3,7.2,25.7,0,117,73.4,0,0,0,0,0,0,0,0
"톳, 생것",해조류,14,1.9,0.4,4,0,157,3.9,0,0,378,0.01,0.07,4,0,0
"톳, 말린것",해조류,81,6.6,0.8,32,0,768,76.2,0,0,0,0,0,0,0,0
"톳, 삶아서 말린것",해조류,135,6.2,0.8,59.7,0,1250,47,0,0,450,0.01,0.11,0,0,0
"파래, 생것",해조류,11,2.18,0.15,2.95,2.1,55,4.1,122,0,0,0.29,0.14,36,4.2,27.8
"파래, 말린것",해조류,144,23.8,0.6,46.7,0,652,17.2,0,0,0,0.4,0.52,10,0,0
"파래, 가시파래, 말린것",해조류,136,20,0.7,46.5,0,646,37.2,110,0,2070,0.29,1.34,36,0,0
"파래, 갈파래, 말린것",해조류,129,23.1,0.5,40.1,0,1015,8.7,0,0,774,0.04,0.39,13,0,0
"파래, 납작파래, 생것",해조류,17,3.3,0.7,3.5,0,93,11.9,0,0,630,0.1,0.26,17,0,0
"파래, 창자파래, 말린것",해조류,142,23.6,0.8,45.8,0,866,28.5,0,0,17244,0.35,1.82,40,0,0
"파래, 홑파래, 말린것",해조류,146,17.2,1.1,53.2,0,630,10.3,0,0,3780,0.33,0.21,53,0,0
모유,우유및유제품류,65,1.1,3.5,7.2,0,27,0.04,15,45,0,0.01,0.03,5,490,47
"분유, 1단계",우유및유제품류,508,12.41,25.75,56.88,0,553,3.98,164,549,93,0.644,0.604,100.5,5569.65,505.03
"분유, 2단계",우유및유제품류,506,12.63,25.38,56.93,0,635,5.72,171,481,107,0.627,0.671,93.29,5374.08,490.16
"분유, 3단계",우유및유제품류,477,16.91,20.65,56.04,0,851,7.9,185,520,109,0.637,0.723,82.98,4166.51,391.62
"분유, 전지",우유및유제품류,509,25.46,27.32,39.07,0,977,0.13,322,418,7,0.168,1.064,8.41,632.97,61.25
"분유, 탈지",우유및유제품류,358,33.88,0.97,53.16,0,1414,0.15,432,0,0,0.158,1.314,10.1,39.38,0
산양유,우유및유제품류,62,3.16,3.62,4.03,0,149,0.03,40,67,0,0,0.034,0.33,81.15,10.55
샤베트,우유및유제품류,127,0.9,1,28.7,0,22,0.1,13,0,0,0.04,0.05,0,35,4
아이스밀크,우유및유제품류,167,3.4,6.4,23.9,0,110,0.1,75,21,0,0.03,0.14,0,110,20
"아이스크림, 딸기맛",우유및유제품류,192,3.2,8.4,27.6,0.9,120,0.21,60,96,0,0.045,0.255,7.7,0,0
"아이스크림, 바닐라맛",우유및유제품류,179,4.98,7.83,22.25,0,80,0.04,70,117,5,0.02,0.134,1.69,177.81,19.28
"아이스크림, 초콜릿맛",우유및유제품류,216,3.8,11,28.2,1.2,109,0.93,76,116,19,0.042,0.194,0.7,0,0
"아이스크림, 유지방 8%",우유및유제품류,180,3.9,8,23.2,0,140,0.1,110,55,0,0.06,0.2,0,240,51
"아이스크림, 유지방 12%",우유및유제품류,212,3.5,12,22.4,0,130,0.1,80,100,0,0.06,0.18,0,350,77
"아이스크림, 소프트 아이스크림, 바닐라맛",우유및유제품류,137,2.38,3.98,23.5,0,71,0,33,11,0,0,0.111,0,134.53,9.64
"연유, 점성이 높은것",우유및유제품류,361,7.76,7.84,66.3,0,273,0,101,95,0,0.051,0.453,2.19,154.51,17.22
연유,우유및유제품류,127,5.56,5.73,13.12,0,165,0.28,87,169,0,0.026,0.317,0,655.38,20.75
"요구르트, 액상",우유및유제품류,65,1.29,0.02,15.23,0.6,45,0.02,17,0,0,0.015,0.064,0.46,0.67,0
"요구르트, 액상, 저당",우유및유제품류,45,1.11,0.02,10.38,0.7,45,0.1,18,0,0,0,0.081,0.46,0.75,0
"요구르트, 액상(농후), 딸기맛",우유및유제품류,85,3.29,2.22,13.49,0.2,133,0.08,46,23,0,0.009,0.42,0.91,51.25,5.66
"요구르트, 액상(농후), 플레인",우유및유제품류,85,3.03,2.96,11.66,0,110,0.04,39,60,0,0.013,0.486,0,69.02,6.91
"요구르트, 액상(농후), 식이섬유 첨가",우유및유제품류,97,3.19,3.26,13.81,1.7,123,0.07,44,33,0,0.021,0.171,0.7,87.13,10.9
"요구르트, 액상(농후), 저지방, 식이섬유 첨가",우유및유제품류,74,3.54,1.36,12.08,2.4,133,0.08,45,19,0,0.026,0.173,1.06,53.13,4.91
"요구르트, 액상(농후), 사과맛, 식이섬유 첨가",우유및유제품류,109,2.57,2.71,18.91,4.8,115,0.04,37,30,0,0.015,0.149,0.62,52.4,9.15
"요구르트, 액상(농후), 플레인, 식이섬유 첨가",우유및유제품류,87,2.31,3.22,12.3,4.4,119,0.01,38,32,0,0.019,0.188,0.57,62.07,10.55
"요구르트, 호상, 딸기맛",우유및유제품류,95,2.95,2.46,15.53,0.7,123,0.06,41,38,1,0.022,0.181,1.48,52.45,11.96
"요구르트, 호상, 플레인",우유및유제품류,70,5.18,3.84,3.36,1,141,0.03,46,59,0,0.021,0.145,1.32,78,12.77
"요구르트, 호상, 망고맛",우유및유제품류,92,4.55,2.7,12.44,1.1,142,0.03,53,42,146,0.021,0.207,4.71,54.3,16.09
우유,우유및유제품류,65,3.08,3.32,5.53,0,113,0.05,36,55,0,0.021,0.162,0.79,73.78,7.6
"우유, 가공우유, 딸기맛",우유및유제품류,68,2.29,1.12,12.34,0,78,0.03,30,17,0,0.029,0.109,0.25,25.99,2.82
"우유, 가공우유, 초코맛",우유및유제품류,71,2.61,1.41,12.14,0,83,0.6,32,16,0,0,0.097,0,33.84,3.62
"우유, 가공우유, 커피맛",우유및유제품류,61,2.44,1.38,9.82,0,81,0.05,29,20,3,0,0.112,0,33.56,4.01
"우유, 가공우유, 바나나맛",우유및유제품류,90,2.63,3.02,13.13,0,89,0.04,34,32,234,0.025,0.087,0,70.61,8.63
"우유, 강화우유, 고칼슘",우유및유제품류,63,2.98,2.77,6.53,0,205,1.19,37,171,0,0.163,0.134,0.46,64.38,6.19
"우유, 저지방우유",우유및유제품류,42,3.43,0.9,4.86,0,116,0.03,37,13,0,0.017,0.127,0.27,20.43,2.23
"치즈, 모짜렐라",우유및유제품류,294,28.02,16.89,5.39,0,957,0.13,424,44,58,0.028,0.327,0.06,281.12,120.71
"치즈, 체다",우유및유제품류,298,18.76,21.3,6.17,0,626,0.09,928,57,272,0.059,0.17,0.07,218.26,143.58
"치즈, 카테지",우유및유제품류,105,13.3,4.5,1.9,0,55,0.1,400,35,0,0.02,0.15,0,93,16
"치즈, 크림",우유및유제품류,350,6.15,34.44,5.52,0,97,0.11,314,303,59,0.023,0.23,0,807,125
"치즈, 파마산",우유및유제품류,420,28.42,27.84,13.91,0,853,0.49,1804,255,73,0.026,0.358,0,870,102
"치즈, 블루",우유및유제품류,353,21.4,28.74,2.34,0,528,0.31,1146,192,74,0.029,0.382,0,0,0
"치즈, 브리",우유및유제품류,334,20.75,27.68,0.45,0,184,0.5,629,173,9,0.07,0.52,0,0,0
"치즈, 까망베르",우유및유제품류,300,19.8,24.26,0.46,0,388,0.33,842,240,12,0.028,0.488,0,0,0
"치즈, 고다",우유및유제품류,356,24.94,27.44,2.22,0,700,0.24,819,164,10,0.03,0.334,0,0,0
"치즈, 브릭",우유및유제품류,371,23.24,29.68,2.79,0,674,0.43,560,286,76,0.014,0.351,0,0,0
"치즈, 리코타",우유및유제품류,162,7.1,11.5,6.7,0,340,0.1,160,160,0,0.04,0.21,0,0,0
"커피크리머, 가루",우유및유제품류,514,1.57,29.11,62.2,0,339,0.2,21,0,0,0,0.016,0,3.07,0
"커피크리머, 액상, 식물성지방",우유및유제품류,248,4.3,24.8,1.8,0,21,0.1,160,1,0,0,0.03,0,470,140
"커피크리머, 액상, 유지방",우유및유제품류,211,5.2,18.3,5.5,0,30,0.1,150,150,0,0.01,0.05,0,500,76
"크림, 유지방 45%",우유및유제품류,433,2,45,3.1,0,60,0.1,27,380,110,0.02,0.09,0,1000,150
"크림, 유지방 38%",우유및유제품류,380,2,39.2,3.1,0,64,0.4,21,266,50,0.13,0.11,0,0,0
"크림, 경휘핑",우유및유제품류,292,2.17,30.91,2.96,0,69,0.03,34,274,60,0.024,0.125,0.6,0,0
"크림, 중휘핑",우유및유제품류,340,2.84,36.08,2.74,0,66,0.1,27,405,72,0.02,0.188,0.6,874,122
"크림, 하프앤하프",우유및유제품류,123,3.13,10.39,4.73,0,107,0.05,61,95,22,0.03,0.194,0.9,314,40
"크림, 휘핑",우유및유제품류,399,2,40.7,4.7,0,39,0.5,62,32,40,0.04,0.12,1,0,0
고추기름,유지류,919,0.02,99.8,0,0,13,0.05,0,0,1533,0,0.003,0,50718.29,6748.64
닭기름,유지류,900,0,99.8,0,0,0,0,0,0,0,0,0,0,0,0
돼지기름,유지류,941,0,100,0,0,0,0,0,0,0,0,0,0,8900,460
들기름,유지류,920,0,99.86,0,0,75,5.38,12,0,59,0,0.062,0,13080.83,62029.11
땅콩 버터,유지류,658,25.8,51.91,18.9,6,57,1.85,370,0,0,0.011,0.567,0,13641.47,30.59
"땅콩 버터, 청크",유지류,589,24.06,49.94,21.57,8,45,1.9,486,0,0,0.106,0.111,0,0,0
"땅콩 버터, 크림",유지류,598,22.21,51.36,22.31,5,49,1.74,426,0,0,0.15,0.192,0,12215,27
땅콩기름,유지류,884,0,100,0,0,0,0.03,0,0,0,0,0,0,0,0
마가린,유지류,714,0.2,72.41,12.06,0,20,0,296,81,151,0,0.01,0,4108.55,476.7
면실유,유지류,921,0,100,0,0,0,0,0,0,0,0,0,0,54000,340
버터,유지류,761,0.59,82.04,1.81,0,16,0.03,10,522,23,0,0.046,0,1522.99,175
복숭아씨기름,유지류,911,0.5,98.9,0.3,0,6,1,13,0,0,0,0,0,0,0
쇠기름,유지류,940,0.2,99.8,0,0,0,0.1,1,85,0,0,0,0,3300,170
쇼트닝,유지류,941,0,100,0,0,0,0,0,0,0,0,0,0,0,0
쌀겨기름(미강유),유지류,921,0,100,0,0,0,0,0,0,0,0,0,0,0,0
아마씨유,유지류,884,0.11,99.98,0,0,1,0,0,0,0,0,0,0,14246,53368
아몬드유,유지류,884,0,100,0,0,0,0,0,0,0,0,0,0,0,0
아보카도유,유지류,884,0,100,0,0,0,0,0,0,0,0,0,0,0,0
양기름,유지류,902,0,100,0,0,0,0,0,0,0,0,0,0,0,0
연어기름,유지류,902,0,100,0,0,0,0,0,0,0,0,0,0,0,0
옥수수기름,유지류,919,0,99.74,0.17,0,0,0.57,25,0,0,0,0,0,51635.59,1037.33
올리브유,유지류,921,0,100,0,0,0,0,7,0,71,0,0,0,8187.36,711.21
유채씨기름,유지류,920,0.02,99.85,0.1,0,1,0.17,1,0,0,0,0,0,19750.24,11320.51
잇꽃씨기름,유지류,921,0,100,0,0,0,0,0,0,0,0,0,0,13000,210
"지방, 오리",유지류,882,0,99.8,0,0,0,0,0,0,0,0,0,0,0,0
참기름,유지류,917,0,99.59,0.14,0,43,1.75,16,0,11,0,0.07,0,41621.25,534.07
코코넛유,유지류,921,0,100,0,0,0,0,0,0,0,0,0,0,1500,0
콩기름,유지류,915,0,99.31,0.66,0,0,0,0,0,0,0,0,0,50726.8,6557.68
팜유,유지류,921,0,100,0,0,0,0,0,0,0,0,0,0,9000,190
포도씨유,유지류,920,0,99.93,0.01,0,0,0.09,1,0,0,0,0,0,69454.53,356.59
해바라기유,유지류,921,0,100,0,0,0,0,5,0,0,0,0,0,60334.03,617.28
호두유,유지류,884,0,100,0,0,0,0,0,0,0,0,0,0,0,0
혼합식물성유,유지류,921,0,100,0,0,0,0,0,0,0,0,0,0,34000,6800
"감잎차, 가루 ",차류,335,12.2,2.8,67.5,0,740,22.6,0,0,0,0.45,0.6,10,0,0
"결명자차, 말린것",차류,391,19.8,4.9,67,0,372,4.8,5,0,0,0,0.57,0,0,0
"계피차, 가루 ",차류,357,0,1.4,89,0,0,2.3,5,0,0,1.49,0.37,0,0,0
"구기자차, 말린것",차류,384,14.6,10.7,57.2,0,49,14.7,162,0,0,0.82,0.34,11,0,0
"구절초차, 말린것",차류,345,11.1,1.3,72.1,0,843,3.4,46,0,69,0.85,0.81,0,0,0
"국화차, 말린것",차류,358,14.5,2.3,69.9,0,753,10.3,54,0,250,0.86,0.99,0,0,0
"녹차, 가루",차류,379,22.37,2.47,66.91,40.4,717,8.42,23,0,7579,0.929,2.18,0,387.78,1211.05
"녹차, 인동녹차, 말린것",차류,329,16.8,1,63.3,0,421,12.2,26,0,13176,1.3,3.23,67,0,0
"녹차, 잎, 말린것",차류,388,26.66,2.73,64.17,35.4,340,8.97,10,0,13672,1.675,1.666,0,516.32,1195.04
"녹차, 장군차, 말린것",차류,361,28,1,59.9,0,403,9.5,9,0,19264,0.49,2.39,53,0,0
"녹차, 추출",차류,2,0.05,0,0.4,0,1,0.01,0,0,0,0.023,0.017,1.61,0,0
"녹차, 현미, 추출",차류,1,0.02,0,0.15,0,0,0.01,1,0,0,0,0.027,0.68,0.46,0
"녹차, 현미, 티백",차류,377,11.72,2.28,77.42,20.3,165,3.32,21,0,1358,0.452,0.924,32.15,704.05,276.25
"다래나무순차, 추출",차류,1,0.1,0,0.1,0,1,0.7,7,0,2,0.03,0,6,0,0
"대추차, 추출",차류,75,0.12,0.44,17.75,0.2,3,0.06,30,0,0,0.029,0.02,0.07,197.09,44.36
"도라지차, 추출",차류,22,0.3,0,5.1,0,4,0.7,7,0,0,0.06,0.02,7,0,0
"두충차, 가루 ",차류,354,14.3,3.8,67.9,0,407,13.8,31,0,0,0.17,0.59,12,0,0
"둥글레차, 추출",차류,1,0,0.01,0.27,0,1,0.02,0,0,0,0,0.035,0.52,0.36,0
"둥글레차, 티백",차류,372,7.3,1.08,83.19,19.4,180,13.77,10,0,0,0.155,1.405,0,436.74,19.32
민들레차,차류,0,0.01,0,0.05,0,2,0,1,0,0,0,0.003,0.03,0.7,0
"보리차, 볶은것",차류,406,15.28,3.56,78.22,26.6,65,7.87,24,0,0,0.007,0.915,0,1823.3,167.01
"보리차, 추출",차류,0,0,0,0.07,0,2,0,1,0,0,0,0,0,0.31,0
보이차,차류,0,0.12,0,0,0,2,0,2,0,0,0,0.004,0.12,0.93,0
"사과차, 추출",차류,167,0.1,0,41.6,0,11,0.9,34,0,29,0.04,0.32,15,0,0
"상지차, 말린것",차류,360,6,2.4,78.6,0,330,14.6,7,0,0,1.27,0.27,44,0,0
"생강차, 가루 ",차류,353,0.1,0.2,90.7,0,4,0.6,57,0,0,0.01,0.01,0,0,0
"쌍화차, 가루 ",차류,360,2.5,1.2,87.7,0,22,1.5,136,0,0,0.28,0.11,0,0,0
"쑥차, 말린것",차류,338,26.3,0.8,56.4,0,754,27.5,153,0,3079,1.12,1.36,24,0,0
"야콘차, 추출",차류,98,0.6,0,24,0,15,0.4,33,0,11,0.08,0.22,11,0,0
"오미자차, 말린것",차류,371,16.3,7,60.8,0,766,10.5,11,0,0,0.3,0,0,0,0
"우롱차, 추출",차류,0,0,0,0.1,0,2,0,1,0,0,0,0.03,0,0,0
"우롱차, 캔",차류,0,0,0,0.1,0,1,0.3,13,0,0,0.01,0,0,0,0
"유자차, 고형물 포함, 용액",차류,72,0.03,0.01,18.05,1.6,7,0.01,6,0,0,0.047,0,54.81,3.29,1.68
"유자차, 당절임",차류,246,0.2,0.2,62.8,0,23,0.3,2,0,0,0.03,0.02,34,0,0
"율무차, 가루 ",차류,393,7.6,7.4,76.4,0,29,1,395,0,0,0.09,0.1,0,0,0
"인삼차, 과립차, 가루 ",차류,381,0.9,0.4,96.7,0,3,1,23,0,0,0.11,0.2,0,0,0
"치커리차, 말린것",차류,369,7.3,0.2,84.6,0,22,14.4,175,0,0,1.43,3.25,97,0,0
"카모마일차, 추출",차류,1,0,0,0.2,0,2,0.08,1,0,12,0.01,0.004,0,0,0
"커피, 무카페인, 가루 ",차류,351,11.6,0.2,76,0,140,3.8,23,0,0,0,1.36,0,0,0
"커피, 원두, 볶은것",차류,431,13.7,13.5,63.7,0,98,4,3,0,0,0.05,0.12,0,0,0
"커피, 원두, 추출",차류,4,0.2,0,0.7,0,2,0,1,0,0,0,0.01,0,9,0
