,Category,Energy,Protein,Fat,Carbohydrate,Total Dietary,Calcium,Iron,Sodium,Vitamin A,Vitamin B1 (Thiamine),Vitamin B2 (Rivoflavin),Vitamin C,Linoleic Acid,Alpha-Linolenic Acid
"Milk powder, Skim milk",Milk and dairies,358,33.88,0.97,53.16,0,1414,0.15,432,0,0.158,1.314,10.1,39.38,0
Goat's milk,Milk and dairies,62,3.16,3.62,4.03,0,149,0.03,40,67,0,0.034,0.33,81.15,10.55
Sherbet,Milk and dairies,127,0.9,1,28.7,0,22,0.1,13,0,0.04,0.05,0,35,4
Ice milk,Milk and dairies,167,3.4,6.4,23.9,0,110,0.1,75,21,0.03,0.14,0,110,20
"Ice cream, Strawberry",Milk and dairies,192,3.2,8.4,27.6,0.9,120,0.21,60,96,0.045,0.255,7.7,0,0
"Ice cream, Vanilla",Milk and dairies,179,4.98,7.83,22.25,0,80,0.04,70,117.4166667,0.02,0.134,1.69,177.81,19.28
"Ice cream, Chocolate",Milk and dairies,216,3.8,11,28.2,1.2,109,0.93,76,117.5833333,0.042,0.194,0.7,0,0
"Ice cream, 8% milk fat",Milk and dairies,180,3.9,8,23.2,0,140,0.1,110,55,0.06,0.2,0,240,51
"Ice cream, 12% milk fat",Milk and dairies,212,3.5,12,22.4,0,130,0.1,80,100,0.06,0.18,0,350,77
"Ice cream, Soft, Vanilla",Milk and dairies,137,2.38,3.98,23.5,0,71,0,33,11,0,0.111,0,134.53,9.64
"Condensed milk, Thick",Milk and dairies,361,7.76,7.84,66.3,0,273,0,101,95,0.051,0.453,2.19,154.51,17.22
Condensed milk,Milk and dairies,127,5.56,5.73,13.12,0,165,0.28,87,169,0.026,0.317,0,655.38,20.75
"Yoghurt, Liquid type",Milk and dairies,65,1.29,0.02,15.23,0.6,45,0.02,17,0,0.015,0.064,0.46,0.67,0
"Yoghurt, Liquid type, Low-sugar",Milk and dairies,45,1.11,0.02,10.38,0.7,45,0.1,18,0,0,0.081,0.46,0.75,0
"Yoghurt, Thick fermented milk, Liquid type, Strawberry flavored milk",Milk and dairies,85,3.29,2.22,13.49,0.2,133,0.08,46,23,0.009,0.42,0.91,51.25,5.66
"Yoghurt, Thick fermented milk, Liquid type, Plain",Milk and dairies,85,3.03,2.96,11.66,0,110,0.04,39,60,0.013,0.486,0,69.02,6.91
"Yoghurt, Thick fermented milk, Liquid type, Dietary fiber added",Milk and dairies,97,3.19,3.26,13.81,1.7,123,0.07,44,33,0.021,0.171,0.7,87.13,10.9
"Yoghurt, Thick fermented milk, Liquid type, Low fat, Dietary fiber added",Milk and dairies,74,3.54,1.36,12.08,2.4,133,0.08,45,19,0.026,0.173,1.06,53.13,4.91
"Yoghurt, Thick fermented milk, Liquid type, Apple flavored, Dietary fiber added",Milk and dairies,109,2.57,2.71,18.91,4.8,115,0.04,37,30,0.015,0.149,0.62,52.4,9.15
"Yoghurt, Thick fermented milk, Liquid type, Plain, Dietary fiber added",Milk and dairies,87,2.31,3.22,12.3,4.4,119,0.01,38,32,0.019,0.188,0.57,62.07,10.55
"Yoghurt, Curd type, Strawberry flavored",Milk and dairies,95,2.95,2.46,15.53,0.7,123,0.06,41,38.08333333,0.022,0.181,1.48,52.45,11.96
"Yoghurt, Curd type, Plain",Milk and dairies,70,5.18,3.84,3.36,1,141,0.03,46,59,0.021,0.145,1.32,78,12.77
"Yoghurt, Curd type, Mango flavored",Milk and dairies,92,4.55,2.7,12.44,1.1,142,0.03,53,54.16666667,0.021,0.207,4.71,54.3,16.09
Cow's milk,Milk and dairies,65,3.08,3.32,5.53,0,113,0.05,36,55,0.021,0.162,0.79,73.78,7.6
"Cow's milk, Processed milk, Strawberry flavored",Milk and dairies,68,2.29,1.12,12.34,0,78,0.03,30,17,0.029,0.109,0.25,25.99,2.82
"Cow's milk, Processed milk, Chocolate flavored",Milk and dairies,71,2.61,1.41,12.14,0,83,0.6,32,16,0,0.097,0,33.84,3.62
"Cow's milk, Processed milk, Coffee flavored",Milk and dairies,61,2.44,1.38,9.82,0,81,0.05,29,20.25,0,0.112,0,33.56,4.01
"Cow's milk, Processed milk, Banana flavored",Milk and dairies,90,2.63,3.02,13.13,0,89,0.04,34,51.5,0.025,0.087,0,70.61,8.63
"Cow's milk, Calcium fortified",Milk and dairies,63,2.98,2.77,6.53,0,205,1.19,37,171,0.163,0.134,0.46,64.38,6.19
"Cow's milk, Low fat",Milk and dairies,42,3.43,0.9,4.86,0,116,0.03,37,13,0.017,0.127,0.27,20.43,2.23
"Cheese, Mozzarella",Milk and dairies,294,28.02,16.89,5.39,0,957,0.13,424,48.83333333,0.028,0.327,0.06,281.12,120.71
"Cheese, Cheddar",Milk and dairies,298,18.76,21.3,6.17,0,626,0.09,928,79.66666667,0.059,0.17,0.07,218.26,143.58
"Cheese, Cottage",Milk and dairies,105,13.3,4.5,1.9,0,55,0.1,400,35,0.02,0.15,0,93,16
"Cheese, Cream",Milk and dairies,350,6.15,34.44,5.52,0,97,0.11,314,307.9166667,0.023,0.23,0,807,125
"Cheese, Parmesan",Milk and dairies,420,28.42,27.84,13.91,0,853,0.49,1804,261.0833333,0.026,0.358,0,870,102
"Cheese, Blue",Milk and dairies,353,21.4,28.74,2.34,0,528,0.31,1146,198.1666667,0.029,0.382,0,0,0
"Cheese, Brie",Milk and dairies,334,20.75,27.68,0.45,0,184,0.5,629,173.75,0.07,0.52,0,0,0
"Cheese, Camembert",Milk and dairies,300,19.8,24.26,0.46,0,388,0.33,842,241,0.028,0.488,0,0,0
"Cheese, Gouda",Milk and dairies,356,24.94,27.44,2.22,0,700,0.24,819,164.8333333,0.03,0.334,0,0,0
"Cheese, Brick",Milk and dairies,371,23.24,29.68,2.79,0,674,0.43,560,292.3333333,0.014,0.351,0,0,0
"Cheese, Ricotta",Milk and dairies,162,7.1,11.5,6.7,0,340,0.1,160,160,0.04,0.21,0,0,0
"Coffee creamer, Powder",Milk and dairies,514,1.57,29.11,62.2,0,339,0.2,21,0,0,0.016,0,3.07,0
"Coffee creamer, Liquid, Vegetable fat",Milk and dairies,248,4.3,24.8,1.8,0,21,0.1,160,1,0,0.03,0,470,140
"Coffee creamer, Liquid, Milk fat",Milk and dairies,211,5.2,18.3,5.5,0,30,0.1,150,150,0.01,0.05,0,500,76
"Cream, 45% milk fat",Milk and dairies,433,2,45,3.1,0,60,0.1,27,389.1666667,0.02,0.09,0,1000,150
"Cream, 38% milk fat",Milk and dairies,380,2,39.2,3.1,0,64,0.4,21,270.1666667,0.13,0.11,0,0,0
"Cream, Light whipping",Milk and dairies,292,2.17,30.91,2.96,0,69,0.03,34,279,0.024,0.125,0.6,0,0
"Cream, Heavy whipping",Milk and dairies,340,2.84,36.08,2.74,0,66,0.1,27,411,0.02,0.188,0.6,874,122
"Cream, Half and half(Milk and cream)",Milk and dairies,123,3.13,10.39,4.73,0,107,0.05,61,96.83333333,0.03,0.194,0.9,314,40
"Cream, Whipping",Milk and dairies,399,2,40.7,4.7,0,39,0.5,62,35.33333333,0.04,0.12,1,0,0
"Hot pepper(Capsicum annuum L.), Oil",Fats and oils,919,0.02,99.8,0,0,13,0.05,0,127.75,0,0.003,0,50718.29,6748.64
Chicken fat,Fats and oils,900,0,99.8,0,0,0,0,0,0,0,0,0,0,0
Lard,Fats and oils,941,0,100,0,0,0,0,0,0,0,0,0,8900,460
Perilla seed oil,Fats and oils,920,0,99.86,0,0,75,5.38,12,4.916666667,0,0.062,0,13080.83,62029.11
Peanut butter,Fats and oils,658,25.8,51.91,18.9,6,57,1.85,370,0,0.011,0.567,0,13641.47,30.59
"Peanut butter, Chunk style",Fats and oils,589,24.06,49.94,21.57,8,45,1.9,486,0,0.106,0.111,0,0,0
"Peanut butter, Smooth style",Fats and oils,598,22.21,51.36,22.31,5,49,1.74,426,0,0.15,0.192,0,12215,27
Peanut oil,Fats and oils,884,0,100,0,0,0,0.03,0,0,0,0,0,0,0
Margarine,Fats and oils,714,0.2,72.41,12.06,0,20,0,296,93.58333333,0,0.01,0,4108.55,476.7
Cotten seed oil,Fats and oils,921,0,100,0,0,0,0,0,0,0,0,0,54000,340
Butter,Fats and oils,761,0.59,82.04,1.81,0,16,0.03,10,523.9166667,0,0.046,0,1522.99,175
Peach kernel oil,Fats and oils,911,0.5,98.9,0.3,0,6,1,13,0,0,0,0,0,0
Beef tallow,Fats and oils,940,0.2,99.8,0,0,0,0.1,1,85,0,0,0,3300,170
Shortening,Fats and oils,941,0,100,0,0,0,0,0,0,0,0,0,0,0
Rice bran oil,Fats and oils,921,0,100,0,0,0,0,0,0,0,0,0,0,0
"Flax seeds, oil",Fats and oils,884,0.11,99.98,0,0,1,0,0,0,0,0,0,14246,53368
"Almond, Oil",Fats and oils,884,0,100,0,0,0,0,0,0,0,0,0,0,0
"Avocado, Oil",Fats and oils,884,0,100,0,0,0,0,0,0,0,0,0,0,0
Mutton tallow,Fats and oils,902,0,100,0,0,0,0,0,0,0,0,0,0,0
Salmon oil,Fats and oils,902,0,100,0,0,0,0,0,0,0,0,0,0,0
Corn oil,Fats and oils,919,0,99.74,0.17,0,0,0.57,25,0,0,0,0,51635.59,1037.33
Olive(Olea europaea L.) oil,Fats and oils,921,0,100,0,0,0,0,7,5.916666667,0,0,0,8187.36,711.21
"Rape(Brassica napus L.), Seed oil",Fats and oils,920,0.02,99.85,0.1,0,1,0.17,1,0,0,0,0,19750.24,11320.51
Safflower seed oil,Fats and oils,921,0,100,0,0,0,0,0,0,0,0,0,13000,210
"Duck, Fat",Fats and oils,882,0,99.8,0,0,0,0,0,0,0,0,0,0,0
Sesame oil,Fats and oils,917,0,99.59,0.14,0,43,1.75,16,0.916666667,0,0.07,0,41621.25,534.07
Coconut oil,Fats and oils,921,0,100,0,0,0,0,0,0,0,0,0,1500,0
Soybean oil,Fats and oils,915,0,99.31,0.66,0,0,0,0,0,0,0,0,50726.8,6557.68
Palm oil,Fats and oils,921,0,100,0,0,0,0,0,0,0,0,0,9000,190
Grape seed oil,Fats and oils,920,0,99.93,0.01,0,0,0.09,1,0,0,0,0,69454.53,356.59
Common sunflower(Helianthus annuus L.) seed oil,Fats and oils,921,0,100,0,0,0,0,5,0,0,0,0,60334.03,617.28
"Walnut, Oil",Fats and oils,884,0,100,0,0,0,0,0,0,0,0,0,0,0
"Vegetable oil, Blended",Fats and oils,921,0,100,0,0,0,0,0,0,0,0,0,34000,6800
"Persimmon(Diospyros kaki Thunb.) leaves tea, powder",Teas,335,12.2,2.8,67.5,0,740,22.6,0,0,0.45,0.6,10,0,0
"Sickle senna(Senna tora), Dried",Teas,391,19.8,4.9,67,0,372,4.8,5,0,0,0.57,0,0,0
"Cinnamon tea, Powder",Teas,357,0,1.4,89,0,0,2.3,5,0,1.49,0.37,0,0,0
"Goji berry tea, Dried",Teas,384,14.6,10.7,57.2,0,49,14.7,162,0,0.82,0.34,11,0,0
"Chrysanthemum zawadskii Herbich, Dried",Teas,345,11.1,1.3,72.1,0,843,3.4,46,5.75,0.85,0.81,0,0,0
"Chrysanthemum morifolium tea, Dried",Teas,358,14.5,2.3,69.9,0,753,10.3,54,20.83333333,0.86,0.99,0,0,0
"Green tea, Powder",Teas,379,22.37,2.47,66.91,40.4,717,8.42,23,631.5833333,0.929,2.18,0,387.78,1211.05
"Green tea, Indong, Dried",Teas,329,16.8,1,63.3,0,421,12.2,26,1098,1.3,3.23,67,0,0
"Green tea, Leaves, Dried",Teas,388,26.66,2.73,64.17,35.4,340,8.97,10,1139.333333,1.675,1.666,0,516.32,1195.04
"Green tea, Janggun, Dried",Teas,361,28,1,59.9,0,403,9.5,9,1605.333333,0.49,2.39,53,0,0
"Green tea, Brewed",Teas,2,0.05,0,0.4,0,1,0.01,0,0,0.023,0.017,1.61,0,0
"Green tea, With roasted brown rice, Instant, Brewed",Teas,1,0.02,0,0.15,0,0,0.01,1,0,0,0.027,0.68,0.46,0
"Green tea, With roasted brown rice, Instant, Sollid ingradients",Teas,377,11.72,2.28,77.42,20.3,165,3.32,21,113.1666667,0.452,0.924,32.15,704.05,276.25
"Vine-pear(Actinidia arguta) leave tea, Brewed",Teas,1,0.1,0,0.1,0,1,0.7,7,0.166666667,0.03,0,6,0,0
"Jujube(Ziziphus jujuba Mill.) tea, Brewed",Teas,75,0.12,0.44,17.75,0.2,3,0.06,30,0,0.029,0.02,0.07,197.09,44.36
"Doraji(Platycodon grandiflorus), Balloon flower, Tea, Brewed",Teas,22,0.3,0,5.1,0,4,0.7,7,0,0.06,0.02,7,0,0
Eucommia bark tea powder,Teas,354,14.3,3.8,67.9,0,407,13.8,31,0,0.17,0.59,12,0,0
"Solomon¢¥s seal(Polygonatum odoratum) tea, Instant, Brewed",Teas,1,0,0.01,0.27,0,1,0.02,0,0,0,0.035,0.52,0.36,0
"Solomon¢¥s seal(Polygonatum odoratum) tea, Instant, Sollid ingradients",Teas,372,7.3,1.08,83.19,19.4,180,13.77,10,0,0.155,1.405,0,436.74,19.32
"Dandelion(Taraxacum officinale), Tea",Teas,0,0.01,0,0.05,0,2,0,1,0,0,0.003,0.03,0.7,0
"Barley tea, Roasted",Teas,406,15.28,3.56,78.22,26.6,65,7.87,24,0,0.007,0.915,0,1823.3,167.01
"Barley tea, Extract",Teas,0,0,0,0.07,0,2,0,1,0,0,0,0,0.31,0
Puer tea,Teas,0,0.12,0,0,0,2,0,2,0,0,0.004,0.12,0.93,0
"Apple tea, Extract",Teas,167,0.1,0,41.6,0,11,0.9,34,2.416666667,0.04,0.32,15,0,0
"Mulberry branch tea, Dried",Teas,360,6,2.4,78.6,0,330,14.6,7,0,1.27,0.27,44,0,0
Ginger tea powder,Teas,353,0.1,0.2,90.7,0,4,0.6,57,0,0.01,0.01,0,0,0
"Ssanghwa tea, Powder",Teas,360,2.5,1.2,87.7,0,22,1.5,136,0,0.28,0.11,0,0,0
"Mugwort tea, Dried",Teas,338,26.3,0.8,56.4,0,754,27.5,153,256.5833333,1.12,1.36,24,0,0
"Yacon(Polymnia sonchifolia Poep. & Endl.) tea, Extract",Teas,98,0.6,0,24,0,15,0.4,33,0.916666667,0.08,0.22,11,0,0
"Five-flavor magnolia vine(Schisandra chinensis (Turcz.) Baill.), Tea, Dried",Teas,371,16.3,7,60.8,0,766,10.5,11,0,0.3,0,0,0,0
"Oolong tea, Extract",Teas,0,0,0,0.1,0,2,0,1,0,0,0.03,0,0,0
"Oolong tea, Canned",Teas,0,0,0,0.1,0,1,0.3,13,0,0.01,0,0,0,0
"Yuzu(Citrus junos Siebold ex Tanaka) tea, Solids and liquds",Teas,72,0.03,0.01,18.05,1.6,7,0.01,6,0,0.047,0,54.81,3.29,1.68
"Yuzu(Citrus junos Siebold ex Tanaka) tea, Preserved with sugar",Teas,246,0.2,0.2,62.8,0,23,0.3,2,0,0.03,0.02,34,0,0
"Job's tears(Coix lacryma-jobi var. ma-yuen (Rom. Caill.) Stapf) tea, Powder",Teas,393,7.6,7.4,76.4,0,29,1,395,0,0.09,0.1,0,0,0
"Korean ginseng(Panax ginseng C. A. Mey.), Granular tea, Powder",Teas,381,0.9,0.4,96.7,0,3,1,23,0,0.11,0.2,0,0,0
"Common chicory(Cichorium intybus L.) tea, Dried",Teas,369,7.3,0.2,84.6,0,22,14.4,175,0,1.43,3.25,97,0,0
"Chamomile, Tea, Brewed",Teas,1,0,0,0.2,0,2,0.08,1,1,0.01,0.004,0,0,0
"Coffee, Decaffeinated, Powder",Teas,351,11.6,0.2,76,0,140,3.8,23,0,0,1.36,0,0,0
"Coffee, Roasted beans",Teas,431,13.7,13.5,63.7,0,98,4,3,0,0.05,0.12,0,0,0
"Coffee, Roasted beans, Infusion",Teas,4,0.2,0,0.7,0,2,0,1,0,0,0.01,0,9,0
"Coffee, Espresso",Teas,22,0.2,0.22,4.93,0,7,0,1,0,0,0.275,0,52.76,1.99
"Coffee, Canned",Teas,38,0.81,0.12,8.34,1,24,0.05,37,0,0.009,0.034,0,2.96,0
"Coffee, Instant, Regular, Powder",Teas,348,19.81,0.49,66.06,0,159,1.7,42,0,0.008,0.074,0,198.23,4.23
"Coffee, Instant, Regular, Powder, Prepared in water",Teas,3,0.2,0.01,0.7,0,2,0.02,0,0,0,0.001,0,1.98,0.04
"Coffee, Instant, With non-dairy creamer, Sweetened",Teas,426,3.59,8.54,83.8,0.8,115,0.39,13,0,0.072,0,0,23.77,0.71
"Coffee, Instant, With non-dairy creamer, Sweetened, Prepared in water",Teas,46,0.4,0.3,10.9,0,14,0,3,0,0.35,0.08,0,0,0
Comfery tea powder,Teas,347,1.7,0.1,87.8,0,37,2.1,0,0,0.21,0.06,1,0,0
"Cocoa, Milk cocoa, Powder",Teas,423,9.84,9.45,74.63,5.1,488,7.37,161,2,0,0.545,0,60.99,4.83
Hutgae-tea(Hovenia dulcis Thunberg),Teas,1,0,0,0.26,0,1,0.01,7,0,0,0.001,3.12,0,0
"Red ginseng tea, Powder",Teas,382,1.3,0.7,95.8,0,2,0.5,25,0,0.04,0.12,0,0,0
"Black tea, Lemone, Extract",Teas,33,0,0,8.3,0,2,0.5,2,0,0.03,0.03,0,0,0
"Black tea, Peach, Canned",Teas,30,0,0,7.59,0.4,0,0,4,0,0,0.001,15.74,1.64,0
"Black tea, Brewed",Teas,2,0.23,0.04,0.26,0,1,0,1,0,0,0.075,0.36,1.04,0
"Black tea, Canned",Teas,30,0.1,0,7.3,0,2,0,2,0,0,0,0,0,0
"Black tea, Tea bag",Teas,311,20.3,2.5,51.7,38.1,470,17,3,0,0.1,0.8,0,0,0
Fruit and vegetable drinks,Drinks,39,0.86,0.05,8.66,0.5,20,0.31,54,218.9166667,0.024,0.071,3.37,25.56,4.11
Vegetable juice,Drinks,28,0.99,0.11,5.67,1.2,95,0.24,27,106.5,0.053,0.083,3.26,28.5,44.14
"Beverage, Vitamin Drinks",Drinks,56,0,0.01,13.89,1.3,0,0,30,0,0,1.623,500,0,0
"Lemonade, Prepared with water",Drinks,38,0,0,9.56,0,0,0,1,0,0,0,3.46,0.43,0
Japanese apricot(Prunus mume Siebold & Zucc.) drink,Drinks,55,0.1,0.2,13.1,0,1,0.3,5,6.5,0.01,0.06,4,0,0
"Shake, Strawberry flavored",Drinks,113,3.4,2.8,18.9,0.4,113,0.11,83,26,0.045,0.195,0.8,0,0
"Shake, Vanilla flavored",Drinks,148,3.37,6.52,19.59,0.9,115,0.46,81,91,0.026,0.66,0,0,0
"Shake, Chocolate flavored",Drinks,119,3.05,2.7,21.15,0.3,132,0.31,111,18.33333333,0.047,0.222,0,0,0
"Sikhye(Sweet rice beverage made from malt), Canned",Drinks,32,0.06,0,7.91,1,3,0.02,2,0,0,0.004,0,0.34,0
Rice drink,Drinks,54,0.2,0.8,11.4,0,6,0,6,0.083333333,0.01,0,13,0,0
"Lactic fermented beverage, Peach flavored",Drinks,36,0.21,0.01,8.85,1.8,11,0.02,39,0.5,0,0.003,24.38,0.69,0
"Isotonic drink, Lemon flavored",Drinks,37,0,0,9.16,0,0,0,44,0,0,0.002,4.44,0.16,0
"Carbonated beverages, Lemon-lime soda",Drinks,44,0,0,10.88,0,3,0.01,2,0,0,0.001,0.17,0.39,0
"Carbonated beverages, Barley flavored",Drinks,47,0,0,11.77,0,2,0,12,0,0.271,0.39,41.54,0.26,0
"Carbonated beverages, Sprite",Drinks,40,0,0,9.98,0,2,0.01,1,0,0,0,0,0.65,0
"Carbonated beverages, Club soda",Drinks,0,0,0,0,0,5,0.01,21,0,0,0,0,0,0
"Carbonated beverages, Orange soda",Drinks,48,0,0,12.08,0,2,0,3,0,0,0,0,0.38,0
"Carbonated beverages, Yoghurt soda",Drinks,47,0,0,11.74,0,9,0,4,0,0,0.018,0,0.46,0
"Carbonated beverages, Low-calorie coke",Drinks,2,0.11,0.03,0.29,0,3,0.11,8,0,0.005,0.023,0,0,0
"Carbonated beverages, Ginger ale",Drinks,34,0,0,8.76,0,3,0.18,7,0,0,0,0,0,0
"Carbonated beverages, Coke",Drinks,38,0,0,9.46,0,1,0.02,2,0,0,0,0,0.43,0
"Carbonated beverages, Cream soda",Drinks,51,0,0,13.3,0,5,0.05,12,0,0,0,0,0,0
"Carbonated beverages, Pineapple soda",Drinks,45,0,0.1,11.3,0,2,0.1,7,0,0.02,0.01,0,0,0
"Carbonated beverages, Grape soda",Drinks,52,0,0,13.07,0,0,0,0,0,0,0,0,0.33,0
Tonic water,Drinks,34,0,0,8.8,0,1,0.01,12,0,0,0,0,0,0
"Kaoliang liguor, 50% Alcohol",Alcohol drinks,355,0,0,0,0,1,0.01,1,0,0,0.002,0,0,0
"Alcoholic beverage, Wild peach(Prunus persica Batsch var. davidiana Max), Liquor",Alcohol drinks,35,0.1,0.6,7.2,0,6,10,69,9.666666667,0.05,2.22,9,0,0
"Alcoholic beverage, gin, 50% Alcohol",Alcohol drinks,284,0,0,0.1,0,0,0,0,0,0,0,0,0,0
"Alcoholic beverage, Rum",Alcohol drinks,240,0,0,0.1,0,0,0,3,0,0,0,0,0,0
"Alcoholic beverage, Makgeolli, 6% Alcohol",Alcohol drinks,54,0.98,0.15,1.56,0.6,8,0.06,3,0,0.01,0.034,0.18,53.92,2.46
"Alcoholic beverage, Japanese apricots, Liquor",Alcohol drinks,156,0.1,0,20.7,0,1,0,4,0,0,0.01,0,0,0
"Alcoholic beverage, Beer, 4.2% Alcohol",Alcohol drinks,46,0.21,0.01,3.27,0,2,0,2,0,0,0.024,0,1.01,0
"Alcoholic beverage, Black beer, 4.2% Alcohol",Alcohol drinks,46,0.4,0,3.6,0.2,3,0.1,3,0,0,0.04,0,0,0
"Vodka, With alcohol 40%",Alcohol drinks,240,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korean bramble(Rubus coreanus) wine, 15% Alcohol",Alcohol drinks,137,0.12,0,7.49,0.3,3,0.03,5,0,0.008,0.021,0,0,0
"Brandy, 43% Alcohol",Alcohol drinks,237,0,0,0,0,0,0,4,0,0,0,0,0,0
"Alcoholic beverage, Champagne, 6% Alcohol",Alcohol drinks,45,0,0,0.5,0,2,0,0,0,0,0,0,0,0
"Soju(Distilled liquor), 17.8% Alcohol",Alcohol drinks,127,0,0,0.08,0,0,0,4,0,0,0,0,0.6,0
"Soju(Distilled liquor), 25% Alcohol",Alcohol drinks,178,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ogapiju(Acanthopanax sessiliflorum Seeman, Liquor), 13% Alcohol",Alcohol drinks,107,1.7,0,1.9,0,6,2.4,14,0,0.03,0.03,0,0,0
"Whisky, 40% Alcohol",Alcohol drinks,284,0.03,0,0.07,0,0,0,1,0,0,0,0.04,0,0
"Cheongju(Sake), 16% Alcohol",Alcohol drinks,132,0.41,0,4.24,0,4,0.02,3,0,0,0,0,0.46,0
"Cocktail, Daiquiri",Alcohol drinks,125,0,0,15.7,0,0,0.01,40,0,0.001,0.001,1.3,0,0
"Cocktail, Tequila sunrise",Alcohol drinks,110,0.3,0.1,11.3,0,0,0.02,57,0,0.038,0.016,19.3,0,0
"Cocktail, Whisky sour, 16.8% Alcohol",Alcohol drinks,149,0,0.03,13.17,0,1,0.08,20,0,0.011,0.006,1.6,0,0
"Cocktail, Peppermint, 20% Alcohol",Alcohol drinks,302,0,0,37.6,0,0,0,4,0,0,0,0,0,0
"Cocktail, Pina colada, 9.9% Alcohol",Alcohol drinks,237,0.6,7.6,27.6,0.1,1,0.03,71,0,0.017,0.005,1.5,0,0
"Wine, White, 12% Alcohol",Alcohol drinks,96,0.2,0,2.4,0,9,0.5,5,0,0,0.01,0,0,0
"Wine, Red, 12% alcohol",Alcohol drinks,105,0.2,0,4.8,0,7,0.5,6,0,0,0.01,0,0,0
"Wine, Red, 13% Alcohol",Alcohol drinks,101,0.21,0,1.85,1.5,9,0.36,2,0,0.007,0.05,0,0,0
"Soy sauce, Fermented type",Condiments,103,9.15,0,16.54,0.8,25,1.63,4783,0,0.039,1.624,0,0,0
"Soy sauce, Acid hydrolised type",Condiments,54,7.41,0.19,5.59,0.9,25,1.09,5476,0,0.193,0.536,0,1.27,0
"Soy Sacuce, Korean traditional type",Condiments,83,3.72,0.01,16.96,0.4,21,0.19,6128,0,0.065,0.29,3.27,1.13,0
Mustard paste,Condiments,315,5.9,14.5,40.1,0,60,2.1,2900,0,0.22,0.07,0,2400,1500
"Mustard(Brassica juncea) paste, Light mustard, 21% mustard powder",Condiments,296,8.01,12.7,37.36,19.4,101,2.05,1423,0.583333333,0.281,0.165,0,5699.67,404.47
"Mustard(Brassica juncea), Powder",Condiments,413,18.35,22.68,49.97,37.8,383,10.77,1,3.75,0.388,0.719,3.72,4635.83,2861.28
"Cinnamon, Powder",Condiments,343,3.55,0.51,81.07,61.4,1281,28.24,67,2.75,0.287,0.106,0,117.28,25.16
"Meat sauce, Canned",Condiments,101,3.8,5,10.1,0,17,0.8,610,5,0.14,0.05,6,0,0
"Sauce, Bulgogi sauce",Condiments,181,2.17,0.01,42.98,0.6,7,0.61,1964,0,0.041,0.445,0,3.67,0.59
Horseradish(Eutrema japonica) Powder,Condiments,299,29.94,3.45,55.1,23.4,400,6.62,21,10.58333333,0.924,2.946,219.13,829.26,568.34
Horseradish(Eutrema japonica) Paste,Condiments,148,3.03,1.58,35.81,7.3,98,1.09,801,0.916666667,0.029,0.079,5.04,648.34,162.53
"Fermented red pepper paste, Improved",Condiments,205,3.66,1.38,51.76,5.2,25,0.97,2486,291.25,0.529,0.221,0,702.83,89.26
"Gochujang, Korean traditional type",Condiments,178,5.15,2.28,41.12,8.1,43,1.33,2424,114.4166667,0.17,0.542,4.66,1246.44,133.88
Red pepper powder,Condiments,319,13.29,8.4,60.62,37.7,79,4.89,13,613.5833333,0.427,2.159,0,5218.65,359.91
"Golden sage, Dried",Condiments,385,1.6,9.3,73.6,0,745,8.5,60,1480.833333,0.46,1.86,111,0,0
Oyster sauce,Condiments,219,2.49,0.05,52.08,0,12,0.26,4608,1,0.009,0.483,0,1.33,0
"Sesame seeds, Ground, Roasted",Condiments,638,18.1,56.7,13.7,0,1223,19,0,0,0.51,0.14,0,0,0
"Natto, Jappanese fermented soybean",Condiments,200,16.5,10,12.1,6.7,90,3.3,2,0,0.07,0.56,0,5000,670
"Sauce, Teriyaki",Condiments,89,5.93,0.02,15.56,0.1,25,1.7,3833,0,0.03,0.07,0,0,0
Pork cutlet sauce,Condiments,133,0.6,0.02,32.54,0,12,0.21,1713,13.75,0.013,0.071,0.6,8.85,2.56
"Doenjang, Improved, For stew",Condiments,173,12.5,5.59,18.5,9.1,92,2.17,4206,16.25,0.763,0.132,4.2,2811.3,446.78
"Doenjang, With barley",Condiments,164,10.9,2.1,25.3,0,39,1.2,0,0,0.15,0.25,12,0,0
"Doenjang, Improved",Condiments,137,11.1,3.7,15,0,81,7,4991,0,0.76,0.32,0,0,0
"Doenjang, Japanese style",Condiments,187,11.71,6.03,21.84,9.8,71,1.44,4616,0,0.163,0.258,0,3113.86,456.22
"Doenjang, Korean traditional type",Condiments,193,13.73,7.25,18.94,10.3,79,2.07,4339,0,0.588,0.837,11.2,3712.01,584.17
"Ramyeon, Instant, Seasoning",Condiments,246,17.4,3.1,37.2,0,34,2.6,21194,50,1.15,0.36,0,0,0
"Lavender, Dried",Condiments,330,12.6,8.7,63.3,0,871,17.3,35,1105.583333,0.62,1.52,102,0,0
"Lemon Grass(Citronella), Raw",Condiments,99,1.82,0.49,25.31,0,65,8.17,6,0.25,0.065,0.135,2.6,0,0
"Rosemary, Dried",Condiments,373,8.5,15.8,61.5,0,707,8.2,229,575.1666667,0.34,1.37,102,0,0
Garlic paste,Condiments,171,4.7,0.5,37,0,22,0.7,1800,0,0.11,0.04,0,140,17
"Garlic, powder",Condiments,333,18.3,0.9,71.6,0,90,3.4,149,0,0.48,0.16,7,0,0
